CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
VANDALISM,12/01/2017 08:00:00 PM,17-919010,VANDALISM,12X,400 45TH ST,Oakland,CA,"400 45TH ST
Oakland, CA
(37.833412, -122.258902)"
MOTOR VEHICLE THEFT,11/20/2017 07:38:00 AM,17-060614,VEHICLE THEFT - AUTO,26Y,800 70TH AV,Oakland,CA,"800 70TH AV
Oakland, CA
(37.755079, -122.197711)"
THEFT/LARCENY,12/04/2017 06:00:00 PM,17-919027,BURGLARY-AUTO,01X,100 CLAY ST,Oakland,CA,"100 CLAY ST
Oakland, CA
(37.796373, -122.279176)"
MOTOR VEHICLE THEFT,01/05/2018 05:15:00 PM,18-001015,VEHICLE THEFT - AUTO,21X,2800 E 23RD ST,Oakland,CA,"2800 E 23RD ST
Oakland, CA
(37.786307, -122.224038)"
MOTOR VEHICLE THEFT,12/09/2017 02:55:00 PM,17-064259,VEHICLE THEFT - AUTO,03X,600 OAK ST,Oakland,CA,"600 OAK ST
Oakland, CA
(37.795564, -122.266309)"
ASSAULT,10/31/2017 08:30:00 PM,17-057258,BATTERY,10X,1000 65TH ST,Oakland,CA,"1000 65TH ST
Oakland, CA
(37.848699, -122.282498)"
MOTOR VEHICLE THEFT,11/22/2017 03:30:00 PM,17-061058,VEHICLE THEFT - AUTO,32Y,10200 MACARTHUR BLVD,Oakland,CA,"10200 MACARTHUR BLVD
Oakland, CA
(37.744467, -122.154046)"
VANDALISM,12/03/2017 05:50:00 PM,17-918975,VANDALISM,26X,700 KEVIN COURT,Oakland,CA,"700 KEVIN COURT
Oakland, CA
(37.758163, -122.207188)"
THEFT/LARCENY,11/17/2017 09:45:00 PM,17-918317,BURGLARY-AUTO,12X,4700 BLK TELEGRAPH AVE,Oakland,CA,"4700 BLK TELEGRAPH AVE
Oakland, CA
(37.834351, -122.263049)"
MOTOR VEHICLE THEFT,12/09/2017 11:00:00 AM,17-064345,VEHICLE THEFT - AUTO,17Y,2200 IVY DR,Oakland,CA,"2200 IVY DR
Oakland, CA
(37.801263, -122.245813)"
MOTOR VEHICLE THEFT,01/05/2018 03:30:00 PM,18-001024,VEHICLE THEFT - AUTO,08X,3900 RUBY ST,Oakland,CA,"3900 RUBY ST
Oakland, CA
(37.827748, -122.262282)"
ROBBERY,11/23/2017 02:00:00 PM,17-061209,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",09X,100 41ST ST,Oakland,CA,"100 41ST ST
Oakland, CA
(37.826131, -122.251347)"
DISTURBING THE PEACE,12/10/2017 10:15:00 AM,17-064351,OFFENSIVE WORDS IN PUBLIC PLACE,08X,3400 ANDOVER ST,Oakland,CA,"3400 ANDOVER ST
Oakland, CA
(37.82194, -122.264209)"
ASSAULT,10/20/2017 02:30:00 PM,17-055136,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,10X,1100 62ND ST,Oakland,CA,"1100 62ND ST
Oakland, CA
(37.845278, -122.282712)"
ROBBERY,11/13/2017 04:35:00 PM,17-059493,ATTEMPTED ROBBERY-STRONG-ARM,09X,3500 BROADWAY,Oakland,CA,"3500 BROADWAY
Oakland, CA
(37.822621, -122.259688)"
THEFT/LARCENY,10/25/2017 10:00:00 PM,17-916980,BURGLARY-AUTO,01X,400 2ND ST,Oakland,CA,"400 2ND ST
Oakland, CA
(37.795585, -122.275115)"
SEX CRIMES,01/05/2018 12:23:00 AM,18-000752,DISORDERLY CONDUCT:PROSTITUTION,19X,1700 INTERNATIONAL BLVD,Oakland,CA,"1700 INTERNATIONAL BLVD
Oakland, CA
(37.787527, -122.242832)"
MOTOR VEHICLE THEFT,12/10/2017 10:00:00 PM,17-064383,VEHICLE THEFT - AUTO,27X,5000 CONGRESS AV,Oakland,CA,"5000 CONGRESS AV
Oakland, CA
(37.776685, -122.202477)"
VANDALISM,11/13/2017 10:35:00 PM,17-917649,VANDALISM,,JACK LONDON SQUARE,Oakland,CA,"JACK LONDON SQUARE
Oakland, CA
"
THEFT/LARCENY,11/12/2017 02:00:00 PM,17-059241,BURGLARY-AUTO,29X,6500 MACARTHUR BLVD,Oakland,CA,"6500 MACARTHUR BLVD
Oakland, CA
(37.773101, -122.178628)"
THEFT/LARCENY,11/20/2017 07:30:00 AM,17-060955,BURGLARY-AUTO,24Y,3500 PENNIMAN AV,Oakland,CA,"3500 PENNIMAN AV
Oakland, CA
(37.789957, -122.206681)"
VANDALISM,12/11/2017 02:32:00 PM,17-064427,VANDALISM,02X,1000 8TH ST,Oakland,CA,"1000 8TH ST
Oakland, CA
(37.804078, -122.284485)"
ROBBERY,11/13/2017 03:00:00 AM,17-059402,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",24X,2100 38TH AV,Oakland,CA,"2100 38TH AV
Oakland, CA
(37.781197, -122.213618)"
WEAPONS,12/24/2017 03:10:00 AM,17-066771,CARRY CONCEALED WEAPON IN VEHICLE,23X,1500 33RD AV,Oakland,CA,"1500 33RD AV
Oakland, CA
(37.778604, -122.224089)"
HOMICIDE,11/14/2017 11:42:00 AM,17-059617,MURDER:FIRST DEGREE,26Y,1000 71ST AV,Oakland,CA,"1000 71ST AV
Oakland, CA
(37.756819, -122.193636)"
FRAUD,11/20/2017 01:55:00 PM,17-919012,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,14Y,3700 GRAND AVE,Oakland,CA,"3700 GRAND AVE
Oakland, CA
(37.816496, -122.245445)"
HOMICIDE,10/22/2017 04:18:00 PM,17-055468,MURDER,04X,1900 TELEGRAPH AV,Oakland,CA,"1900 TELEGRAPH AV
Oakland, CA
(37.808152, -122.269922)"
THEFT/LARCENY,12/01/2017 11:25:00 AM,17-918956,THEFT,12X,500 40TH ST,Oakland,CA,"500 40TH ST
Oakland, CA
(37.82926, -122.264805)"
ASSAULT,12/25/2017 02:19:00 PM,17-066953,BATTERY,27Y,5400 WADEAN PL,Oakland,CA,"5400 WADEAN PL
Oakland, CA
(37.770297, -122.20372)"
BURGLARY,11/27/2017 10:30:00 AM,17-061977,BURGLARY-FORCIBLE ENTRY,35X,9300 GOLF LINKS RD,Oakland,CA,"9300 GOLF LINKS RD
Oakland, CA
(37.755922, -122.153579)"
ROBBERY,12/23/2017 06:05:00 PM,17-066717,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",26X,900 53RD AV,Oakland,CA,"900 53RD AV
Oakland, CA
(37.765043, -122.209938)"
ASSAULT,11/24/2017 04:15:00 AM,17-061298,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,27Y,5400 INTERNATIONAL BLVD,Oakland,CA,"5400 INTERNATIONAL BLVD
Oakland, CA
(37.767914, -122.20551)"
VANDALISM,10/29/2017 12:00:00 PM,17-917097,VANDALISM,18X,2200 E 21ST ST,Oakland,CA,"2200 E 21ST ST
Oakland, CA
(37.789581, -122.233085)"
ASSAULT,12/11/2017 12:15:00 PM,17-064406,ASSAULT,30Y,2600 73RD AV,Oakland,CA,"2600 73RD AV
Oakland, CA
(37.76693, -122.175377)"
DRUGS/ALCOHOL VIOLATIONS,10/30/2017 03:35:00 AM,17-056870,POSSESS/PURCHASE COCAINE BASE FOR SALE,06X,600 W GRAND AV,Oakland,CA,"600 W GRAND AV
Oakland, CA
(37.812425, -122.271619)"
THEFT/LARCENY,11/24/2017 06:00:00 PM,17-060840,BURGLARY-AUTO,03Y,800 WASHINGTON ST,Oakland,CA,"800 WASHINGTON ST
Oakland, CA
(37.80069, -122.275)"
MOTOR VEHICLE THEFT,10/19/2017 07:39:00 PM,17-055059,VEHICLE THEFT - AUTO,26Y,900 66TH AV,Oakland,CA,"900 66TH AV
Oakland, CA
(37.757152, -122.20021)"
THEFT/LARCENY,01/05/2018 08:00:00 PM,18-000743,ATTEMPTED BURGLARY-AUTO,18Y,2900 22ND AV,Oakland,CA,"2900 22ND AV
Oakland, CA
(37.795665, -122.227153)"
ASSAULT,12/24/2017 12:00:00 PM,17-066750,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,01X,600 EMBARCADERO WEST,Oakland,CA,"600 EMBARCADERO WEST
Oakland, CA
(37.796842, -122.280361)"
DRUGS/ALCOHOL VIOLATIONS,12/11/2017 05:07:00 AM,17-064337,POSSESS CONTROLLED SUBSTANCE,77X,500 WEBSTER ST,Oakland,CA,"500 WEBSTER ST
Oakland, CA
(37.796974, -122.272797)"
ASSAULT,10/29/2017 09:30:00 PM,17-056854,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,19X,1100 E 15TH ST,Oakland,CA,"1100 E 15TH ST
Oakland, CA
(37.791994, -122.247935)"
ASSAULT,11/22/2017 12:04:00 AM,17-060989,BATTERY,24X,2200 35TH AV,Oakland,CA,"2200 35TH AV
Oakland, CA
(37.785085, -122.21532)"
MOTOR VEHICLE THEFT,11/16/2017 10:00:00 AM,17-059954,VEHICLE THEFT - AUTO,PCW,5500 COLISEUM WAY,Oakland,CA,"5500 COLISEUM WAY
Oakland, CA
(37.762713, -122.212455)"
VANDALISM,11/18/2017 12:00:00 AM,17-918296,VANDALISM,12Y,5400 COLLEGE AVE,Oakland,CA,"5400 COLLEGE AVE
Oakland, CA
(37.840313, -122.251336)"
ASSAULT,11/27/2017 03:15:00 AM,17-061847,BATTERY,77X,DOWNTOWN OAKLAND,Oakland,CA,"DOWNTOWN OAKLAND
Oakland, CA
"
VANDALISM,11/07/2017 08:20:00 AM,17-917686,VANDALISM,35X,8200 FONTAINE ST,Oakland,CA,"8200 FONTAINE ST
Oakland, CA
(37.767419, -122.15367)"
ASSAULT,11/23/2017 12:00:00 PM,17-061952,THREAT CRIME:INT:TERRORIZE,24Y,3400 PAXTON AV,Oakland,CA,"3400 PAXTON AV
Oakland, CA
(37.786766, -122.217589)"
BURGLARY,11/27/2017 09:00:00 AM,17-918925,BURGLARY-FORCIBLE ENTRY,25X,4300 REINHARDT DRIVE,Oakland,CA,"4300 REINHARDT DRIVE
Oakland, CA
(37.792808, -122.18426)"
THEFT/LARCENY,12/02/2017 05:30:00 PM,17-918924,BURGLARY-AUTO,01X,00 4TH ST,Oakland,CA,"00 4TH ST
Oakland, CA
"
MOTOR VEHICLE THEFT,11/08/2017 10:15:00 PM,17-058554,VEHICLE THEFT - AUTO,29X,6300 MAJESTIC AV,Oakland,CA,"6300 MAJESTIC AV
Oakland, CA
(37.776028, -122.178006)"
THEFT/LARCENY,10/19/2017 10:38:00 AM,17-054948,THEFT,34X,1500 89TH AV,Oakland,CA,"1500 89TH AV
Oakland, CA
(37.751082, -122.173291)"
THEFT/LARCENY,10/28/2017 12:00:00 AM,17-917090,BURGLARY-AUTO,22X,2500 RAMPART ST,Oakland,CA,"2500 RAMPART ST
Oakland, CA
(37.804529, -122.207141)"
VANDALISM,11/25/2017 06:30:00 PM,17-061582,VANDALISM-$400+,21X,2200 24TH AV,Oakland,CA,"2200 24TH AV
Oakland, CA
(37.788241, -122.228912)"
THEFT/LARCENY,11/21/2017 10:53:00 AM,17-060826,BURGLARY-AUTO,07X,1600 26TH ST,Oakland,CA,"1600 26TH ST
Oakland, CA
(37.821526, -122.290872)"
MOTOR VEHICLE THEFT,10/25/2017 05:07:00 PM,17-056079,VEHICLE THEFT - AUTO,77X,R10851 NIC,Oakland,CA,"R10851 NIC
Oakland, CA
"
THEFT/LARCENY,11/17/2017 07:00:00 PM,17-918335,BURGLARY-AUTO,12Y,5800 BIRCH COURT,Oakland,CA,"5800 BIRCH COURT
Oakland, CA
(37.845963, -122.251931)"
ASSAULT,12/11/2017 10:52:00 AM,17-064391,ASSAULT WITH STUN GUN/TASER,19X,2200 E 12TH ST,Oakland,CA,"2200 E 12TH ST
Oakland, CA
(37.783628, -122.23836)"
VANDALISM,11/23/2017 10:00:00 PM,17-061292,VANDALISM,33X,1100 ELMHURST AV,Oakland,CA,"1100 ELMHURST AV
Oakland, CA
(37.743625, -122.176935)"
DRUGS/ALCOHOL VIOLATIONS,11/14/2017 07:05:00 AM,17-059571,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,14Y,3200 LAKESHORE AV,Oakland,CA,"3200 LAKESHORE AV
Oakland, CA
(37.810277, -122.245433)"
DISTURBING THE PEACE,11/24/2017 12:00:00 AM,17-056317,DISTURB THE PEACE,10Y,800 58TH ST,Oakland,CA,"800 58TH ST
Oakland, CA
(37.843405, -122.270562)"
MOTOR VEHICLE THEFT,12/22/2017 11:00:00 PM,17-066685,VEHICLE THEFT - AUTO,17X,1200 E20TH ST,Oakland,CA,"1200 E20TH ST
Oakland, CA
(37.79436, -122.242247)"
MOTOR VEHICLE THEFT,11/09/2017 08:30:00 PM,17-059344,VEHICLE THEFT - AUTO,04X,1600 BROADWAY,Oakland,CA,"1600 BROADWAY
Oakland, CA
(37.806155, -122.270025)"
ROBBERY,11/06/2017 06:30:00 AM,17-058332,CARJACKING WITH FIREARM,15X,800 CLEVELAND AV,Oakland,CA,"800 CLEVELAND AV
Oakland, CA
(37.80399, -122.242712)"
ROBBERY,01/11/2030 07:00:00 PM,14-023460,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",23X,3600 BLK OF INTERNATIONAL BL,Oakland,CA,"3600 BLK OF INTERNATIONAL BL
Oakland, CA
"
THEFT/LARCENY,10/17/2017 01:35:00 PM,17-054549,BURGLARY-AUTO,04X,200 14TH ST,Oakland,CA,"200 14TH ST
Oakland, CA
(37.801984, -122.265237)"
DRUGS/ALCOHOL VIOLATIONS,11/23/2017 09:48:00 AM,17-061175,"IT IS UNLAWFUL TO POSSESS AN OPIUM PIPE OR ANY DEVICE, CONTRIVANCE, INSTRUMENT, OR PARAPHERNALIA USED FOR UNLAWFULLY INJECTING OR SMOKING.",18X,2200 E 17TH ST,Oakland,CA,"2200 E 17TH ST
Oakland, CA
(37.786951, -122.235312)"
MOTOR VEHICLE THEFT,11/27/2017 05:20:00 PM,17-061928,VEHICLE THEFT - AUTO,14X,600 GRAND AV,Oakland,CA,"600 GRAND AV
Oakland, CA
(37.809392, -122.24971)"
MOTOR VEHICLE THEFT,10/31/2017 06:00:00 PM,17-057481,VEHICLE THEFT - AUTO,27X,2100 50TH AV,Oakland,CA,"2100 50TH AV
Oakland, CA
(37.774347, -122.205112)"
ASSAULT,12/25/2017 03:57:00 AM,17-066902,BATTERY,04X,1400 BROADWAY,Oakland,CA,"1400 BROADWAY
Oakland, CA
(37.804511, -122.271059)"
THEFT/LARCENY,01/04/2018 08:30:00 PM,18-000989,BURGLARY-AUTO,08X,500 BLOCK OF SYCAMORE ST,Oakland,CA,"500 BLOCK OF SYCAMORE ST
Oakland, CA
(37.81505, -122.26819)"
MOTOR VEHICLE THEFT,11/26/2017 10:00:00 PM,17-061945,VEHICLE THEFT - OTHER VEHICLES,16Y,900 GLENDORA AV,Oakland,CA,"900 GLENDORA AV
Oakland, CA
(37.811234, -122.220093)"
MOTOR VEHICLE THEFT,12/11/2017 02:05:00 PM,17-064448,VEHICLE THEFT - AUTO,04X,1500 JEFFERSON ST,Oakland,CA,"1500 JEFFERSON ST
Oakland, CA
(37.806397, -122.274361)"
VANDALISM,11/18/2017 04:00:00 AM,17-918297,VANDALISM,22X,3900 FRUITVALE AVE,Oakland,CA,"3900 FRUITVALE AVE
Oakland, CA
(37.805285, -122.212527)"
ROBBERY,12/11/2017 01:45:00 PM,17-064413,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",25X,4100 MACARTHUR BLVD,Oakland,CA,"4100 MACARTHUR BLVD
Oakland, CA
(37.789468, -122.196741)"
BURGLARY,11/20/2017 08:00:00 AM,17-060779,BURGLARY-FORCIBLE ENTRY,21Y,3000 HYDE ST,Oakland,CA,"3000 HYDE ST
Oakland, CA
(37.789115, -122.222517)"
THEFT/LARCENY,11/17/2017 08:00:00 PM,17-918308,BURGLARY-AUTO,08X,400 25TH ST,Oakland,CA,"400 25TH ST
Oakland, CA
(37.814127, -122.265126)"
THEFT/LARCENY,12/03/2017 12:20:00 PM,17-918939,GRAND THEFT,03X,1300 JACKSON ST,Oakland,CA,"1300 JACKSON ST
Oakland, CA
(37.801215, -122.265706)"
THEFT/LARCENY,10/29/2017 07:00:00 PM,17-917120,BURGLARY-AUTO,,SHATTUCK AVE,Oakland,CA,"SHATTUCK AVE
Oakland, CA
"
THEFT/LARCENY,12/28/2017 06:00:00 AM,17-067723,THEFT,31Y,400 HALE AV,Oakland,CA,"400 HALE AV
Oakland, CA
(37.732213, -122.181307)"
THEFT/LARCENY,12/02/2017 12:57:00 PM,17-918928,THEFT,13Z,2000 MOUNTAIN BOULEVARD,Oakland,CA,"2000 MOUNTAIN BOULEVARD
Oakland, CA
(37.827181, -122.209917)"
ASSAULT,12/25/2017 12:00:00 PM,17-066933,BATTERY,30Y,7700 MACARTHUR BLVD,Oakland,CA,"7700 MACARTHUR BLVD
Oakland, CA
(37.766757, -122.168607)"
VANDALISM,11/17/2017 07:30:00 AM,17-918334,VANDALISM,,500 MANEDELA PARKWAY,Oakland,CA,"500 MANEDELA PARKWAY
Oakland, CA
(37.804214, -122.293943)"
MOTOR VEHICLE THEFT,11/01/2017 05:30:00 PM,17-057525,VEHICLE THEFT - AUTO,33X,900 84TH AV,Oakland,CA,"900 84TH AV
Oakland, CA
(37.750095, -122.186289)"
MOTOR VEHICLE THEFT,11/22/2017 07:00:00 PM,17-061173,VEHICLE THEFT - AUTO,26X,800 54TH AV,Oakland,CA,"800 54TH AV
Oakland, CA
(37.763831, -122.210202)"
BURGLARY,11/06/2017 10:05:00 AM,17-917657,BURGLARY-FORCIBLE ENTRY,18Y,1900 E 28TH ST,Oakland,CA,"1900 E 28TH ST
Oakland, CA
(37.796569, -122.230973)"
ASSAULT,01/06/2018 03:28:00 PM,18-001036,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,02Y,500 HENRY ST,Oakland,CA,"500 HENRY ST
Oakland, CA
(37.805189, -122.297272)"
WEAPONS,11/02/2017 02:53:00 PM,17-057589,CARRY CONCEALED WEAPON IN VEHICLE,27Y,2600 66TH AV,Oakland,CA,"2600 66TH AV
Oakland, CA
(37.768389, -122.184791)"
MOTOR VEHICLE THEFT,11/09/2017 12:21:00 PM,17-058821,VEHICLE THEFT - AUTO,32Y,2400 107TH AV,Oakland,CA,"2400 107TH AV
Oakland, CA
(37.74186, -122.153031)"
THEFT/LARCENY,11/06/2017 06:30:00 PM,17-058355,BURGLARY-AUTO,03X,300 8TH ST,Oakland,CA,"300 8TH ST
Oakland, CA
(37.798794, -122.270189)"
MOTOR VEHICLE THEFT,01/02/2018 04:00:00 PM,18-000470,VEHICLE THEFT - AUTO,16X,1000 TRESTLE GLEN RD,Oakland,CA,"1000 TRESTLE GLEN RD
Oakland, CA
(37.807081, -122.236897)"
ROBBERY,12/30/2017 07:46:00 PM,17-067775,ROBBERY-FIREARM,06X,3400 SAN PABLO AV,Oakland,CA,"3400 SAN PABLO AV
Oakland, CA
(37.825396, -122.277983)"
THEFT/LARCENY,11/17/2017 01:30:00 AM,17-918306,BURGLARY-AUTO,15X,2000 LAKESHORE AVE,Oakland,CA,"2000 LAKESHORE AVE
Oakland, CA
(37.804049, -122.252673)"
MOTOR VEHICLE THEFT,11/06/2017 07:00:00 PM,17-058465,VEHICLE THEFT - AUTO,31Z,300 BERGEDO DR,Oakland,CA,"300 BERGEDO DR
Oakland, CA
(37.727338, -122.175511)"
MOTOR VEHICLE THEFT,01/05/2018 12:30:00 AM,18-000758,VEHICLE THEFT - AUTO,18X,2000 17TH AVE,Oakland,CA,"2000 17TH AVE
Oakland, CA
(37.79213, -122.238959)"
DUI,11/22/2017 11:43:00 PM,17-061130,DUI ALCOHOL/DRUGS,20X,1900 FRUITVALE AV,Oakland,CA,"1900 FRUITVALE AV
Oakland, CA
(37.783134, -122.223078)"
ASSAULT,12/25/2017 12:19:00 PM,17-066934,ASSAULT WITH FIREARM ON PERSON,08X,300 34TH ST,Oakland,CA,"300 34TH ST
Oakland, CA
(37.82174, -122.260379)"
MOTOR VEHICLE THEFT,01/05/2018 10:30:00 AM,18-000960,VEHICLE THEFT - AUTO,17X,3200 BLK BEAUMONT AVE.,Oakland,CA,"3200 BLK BEAUMONT AVE.
Oakland, CA
"
DRUGS/ALCOHOL VIOLATIONS,11/01/2017 09:08:00 PM,17-057455,POSS CONTROLLED SUBSTANCE WHILE ARMED W/LOADED FIREARM,32Y,10100 MACARTHUR BLVD,Oakland,CA,"10100 MACARTHUR BLVD
Oakland, CA
(37.744722, -122.154378)"
ASSAULT,10/16/2017 08:20:00 PM,17-054391,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,34X,8400 INTERNATIONAL BLVD,Oakland,CA,"8400 INTERNATIONAL BLVD
Oakland, CA
(37.754229, -122.17772)"
BURGLARY,01/01/2018 05:40:00 PM,18-000649,BURGLARY-NO FORCE,22X,3400 FRUITVALE AVE,Oakland,CA,"3400 FRUITVALE AVE
Oakland, CA
(37.799305, -122.216552)"
ROBBERY,11/26/2017 07:45:00 PM,17-061740,ROBBERY/INHABITED DWELLING - FIREARM,01X,200 3RD ST,Oakland,CA,"200 3RD ST
Oakland, CA
(37.794649, -122.270557)"
ASSAULT,01/06/2018 12:05:00 AM,18-000954,BATTERY,31X,7000 COLISEUM WAY,Oakland,CA,"7000 COLISEUM WAY
Oakland, CA
(37.754734, -122.204926)"
THEFT/LARCENY,10/29/2017 11:30:00 AM,17-917104,BURGLARY-AUTO,22Y,10500 SKYLINE BOULEVARD,Oakland,CA,"10500 SKYLINE BOULEVARD
Oakland, CA
(37.811548, -122.175821)"
MOTOR VEHICLE THEFT,01/04/2018 12:33:00 PM,18-000944,VEHICLE THEFT - AUTO,24Y,2800 35TH AV,Oakland,CA,"2800 35TH AV
Oakland, CA
(37.789002, -122.208629)"
MOTOR VEHICLE THEFT,12/02/2017 12:00:00 AM,17-064446,VEHICLE THEFT - AUTO,16Y,3700 PARK BOULEVARD WY,Oakland,CA,"3700 PARK BOULEVARD WY
Oakland, CA
(37.804837, -122.231341)"
BURGLARY,01/06/2018 03:59:00 AM,18-000973,ATTEMPTED BURGLARY,26X,4300 JENSEN ST,Oakland,CA,"4300 JENSEN ST
Oakland, CA
(37.767377, -122.221431)"
ASSAULT,11/27/2017 04:10:00 PM,17-061899,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,07X,2300 MARKET ST,Oakland,CA,"2300 MARKET ST
Oakland, CA
(37.815311, -122.27834)"
THEFT/LARCENY,11/15/2017 02:00:00 AM,17-918313,THEFT,14X,400 PERKINS ST,Oakland,CA,"400 PERKINS ST
Oakland, CA
(37.810507, -122.255436)"
ROBBERY,10/19/2017 02:33:00 PM,17-054995,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",05X,1400 ADELINE ST,Oakland,CA,"1400 ADELINE ST
Oakland, CA
(37.809603, -122.286112)"
VANDALISM,11/15/2017 10:00:00 AM,17-059847,VANDALISM,27Y,5500 E 16TH ST,Oakland,CA,"5500 E 16TH ST
Oakland, CA
(37.76862, -122.201394)"
THEFT/LARCENY,01/05/2018 04:00:00 AM,18-000790,THEFT,12X,5000 TELEGRAPH AVE,Oakland,CA,"5000 TELEGRAPH AVE
Oakland, CA
(37.83653, -122.262463)"
ASSAULT,12/25/2017 01:49:00 PM,17-066944,BATTERY,10X,1000 AILEEN ST,Oakland,CA,"1000 AILEEN ST
Oakland, CA
(37.840401, -122.27836)"
THEFT/LARCENY,10/27/2017 07:30:00 PM,17-917044,BURGLARY-AUTO,08X,400 26TH ST,Oakland,CA,"400 26TH ST
Oakland, CA
(37.815145, -122.266322)"
DRUGS/ALCOHOL VIOLATIONS,01/06/2018 02:25:00 AM,18-000971,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,10X,1000 ALCATRAZ AV,Oakland,CA,"1000 ALCATRAZ AV
Oakland, CA
(37.847355, -122.281861)"
FRAUD,12/03/2017 03:50:00 PM,17-918965,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,,1300 AVE N S AZUSA AVE,Oakland,CA,"1300 AVE N S AZUSA AVE
Oakland, CA
"
VANDALISM,11/27/2017 02:40:00 AM,17-061771,VANDALISM-$400+,04X,600 20TH ST,Oakland,CA,"600 20TH ST
Oakland, CA
(37.809993, -122.272269)"
THEFT/LARCENY,11/08/2017 10:00:00 PM,17-917768,BURGLARY-AUTO,08X,00 GRAND AVE,Oakland,CA,"00 GRAND AVE
Oakland, CA
"
MOTOR VEHICLE THEFT,12/10/2017 01:30:00 PM,17-064268,VEHICLE THEFT - AUTO,31Y,600 98TH AV,Oakland,CA,"600 98TH AV
Oakland, CA
(37.736066, -122.183396)"
VANDALISM,10/24/2017 10:00:00 PM,17-917060,VANDALISM,01X,600 2ND ST,Oakland,CA,"600 2ND ST
Oakland, CA
(37.797537, -122.280092)"
ASSAULT,12/24/2017 11:53:00 PM,17-066885,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,14Y,800 WARFIELD AV,Oakland,CA,"800 WARFIELD AV
Oakland, CA
(37.813245, -122.244436)"
BURGLARY,10/31/2017 12:45:00 PM,17-057563,BURGLARY-FORCIBLE ENTRY,02X,700 3RD ST,Oakland,CA,"700 3RD ST
Oakland, CA
(37.799093, -122.281817)"
THEFT/LARCENY,11/09/2017 06:20:00 PM,17-917736,GRAND THEFT,14X,300 BELMONT ST,Oakland,CA,"300 BELMONT ST
Oakland, CA
(37.809881, -122.255689)"
ASSAULT,12/25/2017 08:00:00 PM,18-000942,THREAT CRIME:INT:TERRORIZE,30X,2000 CHURCH ST,Oakland,CA,"2000 CHURCH ST
Oakland, CA
(37.764303, -122.185515)"
THEFT/LARCENY,11/13/2017 09:14:00 AM,17-918982,THEFT,,3300 MARTIN LUTHER KING JR.,Oakland,CA,"3300 MARTIN LUTHER KING JR.
Oakland, CA
(37.822803, -122.270163)"
THEFT/LARCENY,10/27/2017 07:40:00 PM,17-917049,BURGLARY-AUTO,,THOMAS L. BERKLEY WAY,Oakland,CA,"THOMAS L. BERKLEY WAY
Oakland, CA
"
BURGLARY,12/04/2017 03:30:00 AM,17-919024,BURGLARY-FORCIBLE ENTRY,14Y,400 CRESCENT ST,Oakland,CA,"400 CRESCENT ST
Oakland, CA
(37.813632, -122.250181)"
THEFT/LARCENY,11/08/2017 05:30:00 PM,17-917727,BURGLARY-AUTO,10X,900 56TH ST,Oakland,CA,"900 56TH ST
Oakland, CA
(37.840144, -122.274089)"
ARSON,12/09/2017 10:00:00 PM,17-064322,MAL SET/ETC FIRE PROP/ETC - MOTOR VEHICLES,10Y,800 STANFORD AV,Oakland,CA,"800 STANFORD AV
Oakland, CA
(37.846191, -122.273019)"
ASSAULT,12/10/2017 09:30:00 PM,17-064303,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,34X,2000 90TH AV,Oakland,CA,"2000 90TH AV
Oakland, CA
(37.752712, -122.16764)"
ROBBERY,11/23/2017 09:00:00 AM,17-061168,ROBBERY-FIREARM,32Y,2000 98TH AV,Oakland,CA,"2000 98TH AV
Oakland, CA
(37.747503, -122.163802)"
THEFT/LARCENY,11/29/2017 03:00:00 PM,17-918951,BURGLARY-AUTO,31X,300 HEGENBERGER ROAD,Oakland,CA,"300 HEGENBERGER ROAD
Oakland, CA
(37.734696, -122.197574)"
ASSAULT,10/19/2017 03:30:00 PM,17-055009,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,31Y,300 ASHTON AV,Oakland,CA,"300 ASHTON AV
Oakland, CA
(37.734583, -122.187995)"
